imagen,split,clase,detecciones,confianza_maxima,proporcion_mascara,estado,error
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_3f734391.jpg,Val,Healthy,1,0.047104,0.458833,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_3fe0e72d.jpg,Val,Healthy,2,0.046288,0.458664,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_406f899a.jpg,Val,Healthy,1,0.040292,0.620572,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4121d83a.jpg,Val,Healthy,1,0.033555,0.368474,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_412d5645.jpg,Val,Healthy,1,0.038808,0.293213,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_424193b9.jpg,Val,Healthy,1,0.036128,0.28619,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_42a5bae2.jpg,Val,Healthy,1,0.031094,0.400189,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4308239c.jpg,Val,Healthy,1,0.043815,0.577525,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_462eaf57.jpg,Val,Healthy,1,0.046875,0.446943,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_46b9d4a1.jpg,Val,Healthy,1,0.042016,0.245407,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4791effe.jpg,Val,Healthy,1,0.047042,0.414331,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_492e0235.jpg,Val,Healthy,1,0.041223,0.649386,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_499435f1.jpg,Val,Healthy,1,0.036426,0.447063,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_49f14756.png,Val,Healthy,1,0.045565,0.636175,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4a1b4f37.jpeg,Val,Healthy,1,0.037267,0.473938,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4a2cb3c7.jpeg,Val,Healthy,1,0.035796,0.506854,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4af484b9.jpg,Val,Healthy,1,0.047859,0.315594,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4b74737b.jpg,Val,Healthy,1,0.039921,0.788702,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4bf270a2.jpg,Val,Healthy,1,0.041439,0.572731,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4c9388dc.jpg,Val,Healthy,1,0.045317,0.22417,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4e760e65.png,Val,Healthy,1,0.044943,0.666564,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4f13d729.jpg,Val,Healthy,1,0.041143,0.457713,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_4f7a70e7.jpg,Val,Healthy,1,0.030632,0.754316,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5074fb2b.jpg,Val,Healthy,1,0.040439,0.362072,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_532d1de2.jpg,Val,Healthy,2,0.043283,0.42977,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_53fe29f5.jpg,Val,Healthy,1,0.046734,0.553707,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_546e422d.jpg,Val,Healthy,1,0.032191,0.242932,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_548f041b.jpg,Val,Healthy,1,0.038596,0.365372,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_54af0ef3.jpg,Val,Healthy,1,0.03992,0.455222,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_56618a5a.jpg,Val,Healthy,1,0.042374,0.236561,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_567e2d66.png,Val,Healthy,1,0.040296,0.532365,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_57107612.png,Val,Healthy,1,0.053265,0.476995,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_57adf08f.jpg,Val,Healthy,1,0.046551,0.345655,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_57d7b8a4.jpg,Val,Healthy,1,0.037474,0.185264,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_57e03e8b.jpg,Val,Healthy,1,0.049316,0.326487,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5959b4cd.jpg,Val,Healthy,1,0.036901,0.490398,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_599ac7a4.jpg,Val,Healthy,1,0.041328,0.445753,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5b331793.jpg,Val,Healthy,1,0.03516,0.491606,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5bd3e924.jpg,Val,Healthy,1,0.033924,0.224127,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5be9817f.jpeg,Val,Healthy,1,0.038205,0.454955,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5ce8564b.jpeg,Val,Healthy,1,0.040356,0.492559,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5d1cecc2.jpg,Val,Healthy,1,0.035126,0.378108,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5df88d89.jpg,Val,Healthy,1,0.040341,0.325487,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5e857233.png,Val,Healthy,1,0.031885,0.292958,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_5e940224.jpeg,Val,Healthy,1,0.031976,0.335234,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6017fa29.jpg,Val,Healthy,1,0.039862,0.439162,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_603b7d36.jpg,Val,Healthy,1,0.03061,0.347637,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_61b19598.jpg,Val,Healthy,1,0.045295,0.291912,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_61b38e15.jpg,Val,Healthy,1,0.047612,0.648306,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_61cb20fc.jpg,Val,Healthy,1,0.038,0.550406,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_624a0005.png,Val,Healthy,1,0.04771,0.410117,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6406267d.jpg,Val,Healthy,1,0.037085,0.307676,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_64b181b1.png,Val,Healthy,1,0.065215,0.5298,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_659d5e2d.jpg,Val,Healthy,1,0.039466,0.419365,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_65eb5a10.jpg,Val,Healthy,1,0.040568,0.416434,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6620ca80.jpeg,Val,Healthy,1,0.026764,0.564836,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_665f5e85.jpg,Val,Healthy,1,0.031954,0.306398,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_667bc795.jpg,Val,Healthy,1,0.04538,0.472034,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_66aa2b6e.jpg,Val,Healthy,1,0.047977,0.341129,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6706a6ec.jpg,Val,Healthy,2,0.033646,0.419594,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_670ca353.png,Val,Healthy,2,0.047126,0.5911,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_675a09c8.png,Val,Healthy,1,0.038643,0.521795,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_688fba0c.jpeg,Val,Healthy,1,0.037608,0.492431,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_68c285fd.jpg,Val,Healthy,1,0.037591,0.35836,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_696195a3.png,Val,Healthy,1,0.049763,0.392904,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_69758ce5.jpeg,Val,Healthy,1,0.030184,0.493438,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_69cac77e.jpg,Val,Healthy,1,0.050159,0.398544,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6a02e71a.jpg,Val,Healthy,1,0.040953,0.571982,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6be1ef42.jpg,Val,Healthy,1,0.046828,0.262151,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6c58e3d2.jpeg,Val,Healthy,1,0.034395,0.324172,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6cbbd2f1.png,Val,Healthy,1,0.042425,0.556132,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6d8a5bf3.jpg,Val,Healthy,1,0.035523,0.41062,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6e737cbe.jpg,Val,Healthy,1,0.033646,0.279504,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6ebc167e.jpg,Val,Healthy,1,0.039796,0.296558,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6f5f0137.jpg,Val,Healthy,1,0.044201,0.210993,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_6f9feb45.jpg,Val,Healthy,1,0.040329,0.284984,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_70fb4611.jpg,Val,Healthy,1,0.033644,0.282561,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_70fde4cb.jpg,Val,Healthy,1,0.027519,0.401665,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_73cafbfd.jpg,Val,Healthy,1,0.040389,0.738162,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7442405d.jpg,Val,Healthy,1,0.032561,0.816446,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_74d0617c.jpg,Val,Healthy,1,0.042712,0.594357,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_759e27d4.jpg,Val,Healthy,1,0.037552,0.421197,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_76fc3dfa.jpg,Val,Healthy,1,0.02986,0.273522,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_777b7a55.jpeg,Val,Healthy,1,0.033393,0.559584,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_77c5e11a.jpeg,Val,Healthy,1,0.049158,0.335325,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_78ced2be.png,Val,Healthy,1,0.043027,0.442275,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_79a01f2c.jpg,Val,Healthy,2,0.04672,0.250999,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_79e96633.jpg,Val,Healthy,1,0.031031,0.418505,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7a0345fe.jpeg,Val,Healthy,1,0.041086,0.493847,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7a5b1d3f.jpg,Val,Healthy,2,0.034683,0.390557,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7abf6378.jpg,Val,Healthy,1,0.040628,0.363204,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7ad2ff86.jpg,Val,Healthy,1,0.043364,0.520864,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7bbff28c.jpg,Val,Healthy,1,0.040515,0.242547,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7c279dfa.jpg,Val,Healthy,2,0.035092,0.382679,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7c8a51d0.jpeg,Val,Healthy,1,0.039815,0.474595,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7c8c83f3.jpg,Val,Healthy,1,0.04137,0.242509,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7dc22e95.jpg,Val,Healthy,1,0.039304,0.310185,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7dc2b28e.jpg,Val,Healthy,1,0.034678,0.439457,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7eccee5a.jpg,Val,Healthy,1,0.051516,0.52502,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_7ee0a723.jpg,Val,Healthy,1,0.038718,0.391772,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_801d5d8d.png,Val,Healthy,1,0.034376,0.678019,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_80fc9466.jpg,Val,Healthy,2,0.03875,0.355701,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_82056470.jpg,Val,Healthy,1,0.049185,0.604362,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8348612c.jpg,Val,Healthy,1,0.04215,0.162017,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_83509beb.jpg,Val,Healthy,1,0.029568,0.731815,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_83972572.png,Val,Healthy,1,0.024563,0.366795,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_84078238.jpg,Val,Healthy,1,0.039298,0.581646,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_840b0a5c.jpg,Val,Healthy,1,0.035464,0.485158,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_84a670a2.jpg,Val,Healthy,1,0.038018,0.583479,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8612dc8f.jpg,Val,Healthy,1,0.044493,0.251171,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_862388d2.jpeg,Val,Healthy,1,0.036785,0.451535,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_86ca983d.jpg,Val,Healthy,1,0.041696,0.466879,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_86d9e9b0.jpg,Val,Healthy,1,0.058304,0.359257,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_87f05142.jpg,Val,Healthy,1,0.044845,0.291695,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8897a1e5.jpg,Val,Healthy,1,0.030584,0.44529,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_892f748a.jpg,Val,Healthy,1,0.041671,0.398746,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8ad1a326.jpg,Val,Healthy,1,0.039368,0.250749,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8b7fd630.jpg,Val,Healthy,1,0.03855,0.611715,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8b996550.jpg,Val,Healthy,1,0.034465,0.367777,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8cb04a63.jpg,Val,Healthy,1,0.041833,0.456007,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8ce21d7b.jpg,Val,Healthy,1,0.048328,0.267327,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8e40bfa4.jpg,Val,Healthy,2,0.03985,0.373144,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_8e7a9977.jpg,Val,Healthy,1,0.040178,0.128853,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9054b4f4.jpg,Val,Healthy,1,0.045046,0.582906,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_92a05da9.jpg,Val,Healthy,1,0.028406,0.502275,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_936c630d.jpg,Val,Healthy,1,0.043697,0.373838,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_93d373e8.jpg,Val,Healthy,1,0.034602,0.451059,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_949aa437.jpg,Val,Healthy,3,0.03213,0.315284,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_94f62fe3.jpg,Val,Healthy,1,0.033443,0.427774,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_95274f52.jpg,Val,Healthy,1,0.044,0.244733,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_963b9838.jpg,Val,Healthy,0,,,SIN_DETECCION,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_96493602.png,Val,Healthy,1,0.058671,0.599312,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_96dd6507.jpg,Val,Healthy,1,0.044371,0.554726,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_975e84ab.jpg,Val,Healthy,1,0.046904,0.331394,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_97d7331f.jpg,Val,Healthy,1,0.035877,0.449963,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_984ddfd1.jpg,Val,Healthy,1,0.043314,0.253536,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_985bb29c.jpg,Val,Healthy,1,0.03825,0.363874,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_99e827d5.jpg,Val,Healthy,1,0.043106,0.275135,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_99f26ba5.jpg,Val,Healthy,1,0.03754,0.54232,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9a7b1369.jpg,Val,Healthy,1,0.031953,0.265136,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9a7eeb4d.jpg,Val,Healthy,1,0.036784,0.177699,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9acf743b.jpg,Val,Healthy,1,0.045573,0.356649,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9bbd385d.jpg,Val,Healthy,1,0.038652,0.351178,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9c450d2c.jpg,Val,Healthy,1,0.033593,0.538802,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9c6c2233.jpg,Val,Healthy,1,0.033864,0.152685,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9d668e7d.jpg,Val,Healthy,1,0.066739,0.388235,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_9ddbce17.jpg,Val,Healthy,1,0.039079,0.385491,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a034a8e6.jpg,Val,Healthy,1,0.037934,0.560818,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a42420fe.jpg,Val,Healthy,1,0.038778,0.380117,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a43e9bee.jpg,Val,Healthy,1,0.035464,0.564342,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a4a8352a.jpeg,Val,Healthy,1,0.042018,0.485874,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a660fb1a.jpg,Val,Healthy,1,0.03357,0.344353,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a680b8aa.jpg,Val,Healthy,1,0.043573,0.245343,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a74b8aed.jpeg,Val,Healthy,1,0.022969,0.442263,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a7d2d3a6.jpg,Val,Healthy,1,0.0505,0.552213,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a8fe8262.jpg,Val,Healthy,1,0.035199,0.270432,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a9011708.jpg,Val,Healthy,1,0.036832,0.319042,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a960864c.jpg,Val,Healthy,1,0.049941,0.3145,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a9c51d46.jpg,Val,Healthy,1,0.036207,0.151988,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_a9e4cd35.jpg,Val,Healthy,1,0.035887,0.18962,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_adb0abd2.jpg,Val,Healthy,1,0.043134,0.302923,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_afa524f2.jpg,Val,Healthy,1,0.038191,0.530939,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b049de31.png,Val,Healthy,2,0.039411,0.452573,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b128f59e.jpg,Val,Healthy,1,0.045442,0.308487,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b23e9965.jpg,Val,Healthy,1,0.041743,0.295455,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b23fbc1b.jpg,Val,Healthy,1,0.041345,0.332858,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b2c9de27.jpeg,Val,Healthy,1,0.036018,0.382222,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b3ed5a44.jpg,Val,Healthy,1,0.044039,0.521743,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b44ec302.jpg,Val,Healthy,1,0.045903,0.398922,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b480b6df.jpg,Val,Healthy,1,0.046317,0.374152,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b4f45118.jpeg,Val,Healthy,1,0.042117,0.519746,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b516c344.jpg,Val,Healthy,1,0.041668,0.370299,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b55de9ab.jpg,Val,Healthy,1,0.0389,0.452929,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b59e76d1.jpg,Val,Healthy,1,0.042256,0.186905,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b5d49e0c.png,Val,Healthy,1,0.055142,0.638629,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b5ef59e9.jpg,Val,Healthy,1,0.036356,0.367409,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b5ef6af3.png,Val,Healthy,1,0.058445,0.599467,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b660fb8a.jpg,Val,Healthy,1,0.045227,0.38761,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b66bc86d.jpg,Val,Healthy,1,0.037218,0.354559,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b68f3bda.jpg,Val,Healthy,1,0.034836,0.149531,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b6a19b54.jpg,Val,Healthy,1,0.042887,0.293029,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b7d4311d.jpg,Val,Healthy,1,0.047909,0.311704,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b8cf7db4.jpg,Val,Healthy,1,0.043681,0.511719,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b99e10db.jpg,Val,Healthy,1,0.04928,0.527172,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_b9bdc069.jpg,Val,Healthy,1,0.044187,0.500491,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_bae6e909.jpg,Val,Healthy,1,0.038274,0.735222,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_bbb76871.jpg,Val,Healthy,1,0.033153,0.477925,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_bbe776e6.jpg,Val,Healthy,1,0.047068,0.53948,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_bc9dbd74.jpg,Val,Healthy,1,0.038687,0.274685,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_bd51cec2.jpg,Val,Healthy,1,0.02848,0.318424,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_be8268f3.jpg,Val,Healthy,1,0.033539,0.285647,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Val\Healthy\Healthy_bf21857b.jpg,Val,Healthy,1,0.03667,0.341939,OK,
